
# Time of snapshot: 2021-03-24T19:08:35Eastern Standard Time
# Number of frames accumulated: 0
# 0.6 ul spacer oil 0.001 resorufin 20ng 0.004 oil
# Scan time per exposure [us]: 100000
 Wavelength [nm], Intensity [RFU]:
581.4147683834901, 3635.978888888889
580.9921539235664, 3650.5422222222223
582.2598323006089, 3684.5233333333335
579.7239807846037, 3364.13
581.4147683834901, 3276.75
581.4147683834901, 3779.185
580.9921539235664, 3735.495
580.9921539235664, 3820.447777777778
582.2598323006089, 3784.0394444444446
581.8373278493451, 3784.0394444444446
580.5694844900961, 3803.4572222222223
581.4147683834901, 3803.4572222222223
581.4147683834901, 3796.1755555555555
582.2598323006089, 3674.8144444444442
582.6822817167598, 3796.1755555555555
580.9921539235664, 3735.495
581.8373278493451, 3735.495
581.4147683834901, 3716.077222222222
581.4147683834901, 3827.7294444444447
581.8373278493451, 3769.476111111111
581.8373278493451, 3881.1283333333336
580.146760103601, 3720.931666666667
581.8373278493451, 3633.5516666666667
582.2598323006089, 3786.4666666666667
583.1046760772754, 3240.3416666666667
581.4147683834901, 3767.048888888889
580.9921539235664, 3645.6877777777777
579.7239807846037, 3718.5044444444443
580.9921539235664, 3793.7483333333334
580.9921539235664, 3689.3777777777777
580.5694844900961, 3737.9222222222224
582.6822817167598, 3677.241666666667
581.4147683834901, 3216.0694444444443
581.8373278493451, 3759.7672222222222
582.2598323006089, 3669.96
581.8373278493451, 3706.3683333333333
582.2598323006089, 3737.9222222222224
581.8373278493451, 3733.067777777778
581.8373278493451, 3796.1755555555555
580.9921539235664, 3652.9694444444444
580.9921539235664, 3694.2322222222224
581.8373278493451, 3774.3305555555557
580.9921539235664, 3257.3322222222223
581.8373278493451, 3847.1472222222224
580.9921539235664, 3473.355
581.4147683834901, 3378.693333333333
582.2598323006089, 3378.693333333333
581.8373278493451, 3740.3494444444445
580.9921539235664, 3405.3927777777776
581.8373278493451, 3764.6216666666664
581.8373278493451, 3796.1755555555555
581.8373278493451, 3633.5516666666667
581.8373278493451, 3769.476111111111
581.8373278493451, 3805.8844444444444
580.5694844900961, 3750.0583333333334
580.146760103601, 3449.0827777777777
581.8373278493451, 3791.321111111111
582.2598323006089, 3616.561111111111
581.8373278493451, 3771.903333333333
582.6822817167598, 3771.903333333333
581.4147683834901, 3757.34
582.6822817167598, 3599.5705555555555
580.9921539235664, 3808.3116666666665
583.1046760772754, 3808.3116666666665
580.146760103601, 3694.2322222222224
582.6822817167598, 3220.923888888889
581.8373278493451, 3592.288888888889
